telepulesnev;kshk5;jogallas;terulet;lakonepesseg;lakasszam;nepsuruseg
Tengõd;32416;község;3 021;404;264;13,37
Tenk;14076;község;1 234;1 173;471;95,06
Tényõ;11457;község;2 638;1 637;711;62,05
Tépe;31042;község;2 322;1 083;409;46,64
Terem;33358;község;4 951;671;284;13,55
Terény;04844;község;2 435;369;243;15,15
Tereske;24174;község;1 703;693;319;40,69
Teresztenye;28635;község;869;34;30;3,91
Terpes;12229;község;220;206;100;93,64
Tés;20570;község;4 903;784;419;15,99
Tésa;19248;község;438;85;52;19,41
Tésenfa;32744;község;840;183;81;21,79
Téseny;20978;község;1 208;291;110;24,09
Teskánd;08828;község;485;1 095;404;225,77
Tét;19035;város;5 636;4 083;1 487;72,44
Tetétlen;19691;község;3 211;1 410;525;43,91
Tevel;31459;község;2 527;1 340;567;53,03
Tibolddaróc;30447;község;3 031;1 320;672;43,55
Tiborszállás;08952;község;2 552;977;367;38,28
Tihany;30465;község;2 733;1 346;703;49,25
Tikos;17844;község;335;121;52;36,12
Tilaj;27951;község;816;170;105;20,83
Timár;24475;község;2 182;1 268;508;58,11
Tinnye;07108;község;1 610;1 706;628;105,96
Tiszaadony;09423;község;1 563;663;260;42,42
Tiszaalpár;24545;nagyközség;9 113;4 885;2 293;53,60
Tiszabábolna;02291;község;3 269;340;270;10,40
Tiszabecs;17817;nagyközség;1 714;1 455;415;84,89
Tiszabercel;03850;község;3 138;1 820;744;58,00
Tiszabezdéd;20172;község;1 864;1 853;665;99,41
Tiszabõ;10773;község;3 504;2 117;457;60,42
Tiszabura;22770;község;4 520;2 929;850;64,80
Tiszacsécse;24448;község;480;234;114;48,75
Tiszacsege;15644;város;13 640;4 693;2 095;34,41
Tiszacsermely;29133;község;2 028;526;214;25,94
Tiszadada;06433;község;4 875;2 201;926;45,15
Tiszaderzs;16230;község;2 719;1 036;632;38,10
Tiszadob;12593;nagyközség;8 260;2 769;1 175;33,52
Tiszadorogma;03717;község;4 661;326;247;6,99
Tiszaeszlár;09113;község;5 451;2 488;1 034;45,64
Tiszaföldvár;13815;város;8 034;10 672;4 691;132,84
Tiszafüred;29726;város;16 219;10 872;5 238;67,03
Tiszagyenda;30304;község;3 693;958;520;25,94
Tiszagyulaháza;30845;község;2 078;698;341;33,59
Tiszaigar;28699;község;3 404;812;380;23,85
Tiszainoka;20446;község;1 792;384;213;21,43
Tiszajenõ;29346;község;2 819;1 562;811;55,41
Tiszakanyár;08554;község;1 551;1 545;539;99,61
Tiszakarád;13976;község;4 756;2 351;895;49,43
Tiszakécske;30623;város;13 327;11 844;5 347;88,87
Tiszakerecseny;04446;község;2 387;969;394;40,59
Tiszakeszi;13888;község;4 617;2 578;1 031;55,84
Tiszakóród;08794;község;1 669;800;306;47,93
Tiszakürt;30386;község;2 837;1 416;755;49,91
Tiszaladány;19381;község;2 219;644;326;29,02
Tiszalök;23524;város;5 870;5 248;2 225;89,40
Tiszalúc;28398;nagyközség;4 488;4 858;1 864;108,24
Tiszamogyorós;11907;község;1 025;743;263;72,49
Tiszanagyfalu;27252;község;2 705;1 795;693;66,36
Tiszanána;07083;község;6 814;2 475;1 042;36,32
Tiszaörs;15787;község;3 710;1 378;673;37,14
Tiszapalkonya;08633;község;1 349;1 406;626;104,23
Tiszapüspöki;03373;község;3 745;1 998;850;53,35
Tiszarád;10205;község;923;587;196;63,60
Tiszaroff;20181;község;5 249;1 535;836;29,24
Tiszasas;21494;község;2 879;1 015;547;35,26
Tiszasüly;17695;község;9 177;1 447;755;15,77
Tiszaszalka;13541;község;1 495;878;364;58,73
Tiszaszentimre;22789;község;6 561;2 021;1 000;30,80
Tiszaszentmárton;27544;község;1 446;1 142;395;78,98
Tiszasziget;16966;község;2 688;1 688;643;62,80
Tiszaszõlõs;07852;község;4 779;1 618;703;33,86
Tiszatardos;30298;község;893;215;173;24,08
Tiszatarján;30377;község;4 039;1 436;504;35,55
Tiszatelek;14447;község;3 380;1 408;547;41,66
Tiszatenyõ;09627;község;2 355;1 554;675;65,99
Tiszaug;14094;község;2 504;929;419;37,10
Tiszaújváros;28352;város;4 604;15 571;7 333;338,21
Tiszavalk;10977;község;1 154;301;176;26,08
Tiszavárkony;31866;község;3 562;1 529;729;42,93
Tiszavasvári;07597;város;12 854;12 683;4 566;98,67
Tiszavid;33747;község;1 075;544;189;50,60
Tisztaberek;27261;község;1 822;725;231;39,79
Tivadar;20260;község;480;201;92;41,88
Tóalmás;21467;község;3 935;3 270;1 396;83,10
Tófalu;09964;község;1 448;547;275;37,78
Tófej;05342;község;1 532;677;289;44,19
Tófû;04048;község;434;110;57;25,35
Tokaj;18306;város;2 820;4 155;1 684;147,34
Tokod;14155;nagyközség;1 491;3 952;1 621;265,06
Tokodaltáró;34023;község;527;2 817;1 064;534,54
Tokorcs;09229;község;640;362;168;56,56
Tolcsva;28051;község;1 648;1 751;783;106,25
Told;25876;község;1 491;295;130;19,79
Tolmács;06381;község;1 221;750;340;61,43
Tolna;25274;város;7 107;10 997;4 522;154,73
Tolnanémedi;11031;község;2 195;1 045;524;47,61
Tomajmonostora;09557;község;1 376;746;349;54,22
Tomor;14890;község;1 289;243;120;18,85
Tompa;28486;város;8 157;4 313;1 953;52,87
Tompaládony;12335;község;944;292;157;30,93
Tordas;21005;község;1 676;2 113;687;126,07
Tormafölde;04969;község;1 886;333;192;17,66
Tormás;22424;község;2 470;266;124;10,77
Tormásliget;34087;község;753;301;133;39,97
Tornabarakony;16902;község;819;10;44;1,22
Tornakápolna;10375;község;402;11;34;2,74
Tornanádaska;18801;község;783;776;131;99,11
Tornaszentandrás;27836;község;1 565;157;127;10,03
Tornaszentjakab;30517;község;2 822;236;125;8,36
Tornyiszentmiklós;32638;község;1 854;550;295;29,67
Tornyosnémeti;29054;község;1 406;404;252;28,73
Tornyospálca;16957;község;4 361;2 795;953;64,09
Torony;29878;község;1 283;1 971;702;153,62
Torvaj;10153;község;1 142;244;145;21,37
Tószeg;07490;község;5 917;4 331;1 794;73,20
Tótkomlós;16434;város;12 505;5 794;2 900;46,33
Tótszentgyörgy;26994;község;750;143;68;19,07
Tótszentmárton;16382;község;1 017;785;321;77,19
Tótszerdahely;25113;község;1 229;1 053;429;85,68
Tótújfalu;16407;község;1 327;199;141;15,00
Tótvázsony;02714;község;4 251;1 332;468;31,33
Tök;24527;község;2 473;1 342;500;54,27
Tököl;29823;város;3 849;10 174;4 035;264,33
Töltéstava;16674;község;2 320;2 384;662;102,76
Tömörd;05166;község;1 536;293;115;19,08
Tömörkény;25900;község;5 391;1 706;947;31,65
Törökbálint;06859;város;2 940;13 536;4 774;460,41
Törökkoppány;20093;község;2 580;441;228;17,09
Törökszentmiklós;27313;város;18 516;20 073;9 006;108,41
Törtel;22008;község;8 416;4 295;1 888;51,03
Töttös;04136;község;2 299;544;258;23,66
Trizs;04914;község;1 025;219;110;21,37
Tunyogmatolcs;13213;község;2 628;2 398;941;91,25
Tura;09593;város;5 592;7 725;2 970;138,14
Túristvándi;13602;község;1 522;828;253;54,40
Túrkeve;28228;város;23 652;8 462;3 992;35,78
Túrony;18582;község;940;252;101;26,81
Túrricse;08998;község;1 299;693;224;53,35
Tuzsér;09919;nagyközség;1 552;3 437;1 025;221,46
Türje;12609;község;3 823;1 569;685;41,04
Tüskevár;04631;község;1 701;566;269;33,27
Tyukod;31398;nagyközség;6 218;1 995;919;32,08
Udvar;04437;község;440;104;67;23,64
Udvari;21360;község;1 944;313;148;16,10
Ugod;24767;község;6 279;1 328;582;21,15
Újbarok;17482;község;149;423;181;283,89
Újcsanálos;12487;község;1 220;841;332;68,93
Újdombrád;33659;község;1 078;786;217;72,91
Újfehértó;26611;város;14 088;12 520;4 815;88,87
Újhartyán;06293;város;2 243;2 725;1 087;121,49
Újiráz;23393;község;1 547;504;273;32,58
Újireg;20561;község;1 090;284;137;26,06
Újkenéz;10117;község;969;994;373;102,58
Újkér;19673;község;3 238;1 010;444;31,19
Újkígyós;02352;város;5 492;4 953;2 224;90,19
Újlengyel;19682;község;2 625;1 703;706;64,88
Újléta;20419;község;3 042;1 146;428;37,67
Újlõrincfalva;27623;község;4 808;195;124;4,06
Újpetre;06062;község;1 671;958;382;57,33
Újrónafõ;31839;község;4 863;854;322;17,56
Újsolt;08785;község;3 298;174;115;5,28
Újszalonta;24350;község;2 083;121;71;5,81
Újszász;15291;város;5 820;6 043;2 532;103,83
Újszentiván;14924;község;1 549;1 931;628;124,66
Újszentmargita;32568;község;9 622;1 454;642;15,11
Újszilvás;17808;község;3 898;2 589;1 192;66,42
Újtelek;33604;község;956;345;253;36,09
Újtikos;11925;község;3 530;836;382;23,68
Újudvar;32197;község;1 631;931;372;57,08
Újvárfalva;07205;község;1 222;290;133;23,73
Ukk;23010;község;1 387;317;171;22,86
Und;20792;község;679;324;148;47,72
Úny;27632;község;1 158;681;311;58,81
Uppony;18351;község;1 281;243;200;18,97
Ura;28981;község;3 234;616;261;19,05
Uraiújfalu;21537;község;1 908;843;387;44,18
Úrhida;17622;község;725;2 483;874;342,48
Úri;28644;község;2 219;2 517;979;113,43
Úrkút;20853;község;2 013;1 973;763;98,01
Uszka;31820;község;735;516;110;70,20
Uszód;16294;község;2 446;932;470;38,10
Uzsa;34218;község;1 150;298;158;25,91
Üllés;21412;nagyközség;4 993;2 981;1 476;59,70
Üllõ;12894;város;4 810;11 851;4 395;246,38
Üröm;11934;község;666;7 361;2 680;1105,26
Vác;24934;város;6 160;32 741;14 779;531,51
Vácduka;05917;község;840;1 527;500;181,79
Vácegres;30331;község;1 367;853;315;62,40
Váchartyán;19886;község;1 211;1 759;661;145,25
Váckisújfalu;05698;község;1 070;434;169;40,56
Vácrátót;17668;község;1 809;1 888;676;104,37
Vácszentlászló;09104;község;2 987;1 980;764;66,29
Vadna;07223;község;781;632;233;80,92
Vadosfa;06239;község;419;89;46;21,24
Vág;02237;község;1 403;444;287;31,65
Vágáshuta;29151;község;205;89;116;43,41
Vaja;18591;város;2 861;3 582;1 193;125,20
Vajdácska;30003;község;2 277;1 328;461;58,32
Vajszló;28538;nagyközség;1 771;1 749;697;98,76
Vajta;02459;község;2 343;889;377;37,94
Vál;05829;község;4 048;2 389;947;59,02
Valkó;17598;nagyközség;3 759;2 452;831;65,23
Valkonya;26268;község;755;57;46;7,55
Vállaj;06938;község;2 227;1 182;445;53,08
Vállus;10685;község;2 180;114;58;5,23
Vámosatya;27322;község;2 430;607;245;24,98
Vámoscsalád;31051;község;1 178;276;157;23,43
Vámosgyörk;14580;község;2 182;1 901;788;87,12
Vámosmikola;10737;község;2 529;1 651;638;65,28
Vámosoroszi;08934;község;1 316;526;183;39,97
Vámospércs;08989;város;5 820;5 306;2 111;91,17
Vámosújfalu;15149;község;1 064;719;326;67,58
Vámosszabadi;12405;község;2 237;1 805;612;80,69
Váncsod;16762;község;3 443;1 169;531;33,95
Vanyarc;30915;község;3 222;1 211;498;37,59
Vanyola;21777;község;1 951;499;256;25,58
Várad;08138;község;793;123;48;15,51
Váralja;32850;község;2 113;820;370;38,81
Varászló;09274;község;1 276;142;98;11,13
Váraszó;27012;község;2 705;465;230;17,19
Várbalog;18412;község;2 270;365;248;16,08
Varbó;21810;község;2 588;1 047;402;40,46
Varbóc;10144;község;1 010;50;61;4,95
Várda;26781;község;1 036;459;181;44,31
Várdomb;09414;község;955;1 090;442;114,14
Várfölde;02529;község;1 487;193;101;12,98
Varga;28529;község;836;79;50;9,45
Várgesztes;17251;község;1 204;563;219;46,76
Várkeszõ;26204;község;641;147;110;22,93
Várong;29124;község;663;142;87;21,42
Városföld;10667;község;6 165;2 098;835;34,03
Városlõd;07065;község;2 227;1 281;522;57,52
Várpalota;11439;város;7 726;19 544;8 727;252,96
Varsád;06637;község;2 156;344;174;15,96
Varsány;29498;község;2 558;1 574;628;61,53
Várvölgy;14182;község;2 504;1 066;452;42,57
Vasad;22585;község;3 341;1 935;750;57,92
Vasalja;02884;község;1 124;343;147;30,52
Vásárosbéc;24952;község;2 401;165;94;6,87
Vásárosdombó;02264;község;1 174;1 045;395;89,01
Vásárosfalu;17880;község;420;144;69;34,29
Vásárosmiske;09195;község;1 342;358;183;26,68
Vásárosnamény;18324;város;6 567;8 698;3 347;132,45
Vasasszonyfa;20394;község;1 065;387;161;36,34
Vasboldogasszony;10302;község;1 175;579;208;49,28
Vasegerszeg;15334;község;1 272;376;146;29,56
Vashosszúfalu;20349;község;1 392;326;207;23,42
Vaskeresztes;30702;község;912;352;136;38,60
Vaskút;28343;nagyközség;7 149;3 301;1 384;46,17
Vasmegyer;27100;község;2 272;1 699;579;74,78
Vaspör;14322;község;1 345;345;205;25,65
Vassurány;25982;község;1 009;806;280;79,88
Vasvár;04695;város;5 510;4 216;1 923;76,52
Vaszar;26648;község;3 369;1 433;647;42,53
Vászoly;16656;község;855;254;121;29,71
Vasszécseny;29373;község;1 795;1 306;489;72,76
Vasszentmihály;11633;község;641;336;168;52,42
Vasszilvágy;12104;község;1 180;364;170;30,85
Vát;02246;község;2 327;675;253;29,01
Vatta;30076;község;2 334;892;376;38,22
Vázsnok;07074;község;475;123;59;25,89
Vécs;05759;község;2 566;601;374;23,42
Vecsés;26815;város;3 617;20 775;8 184;574,37
Végegyháza;31228;község;2 894;1 340;763;46,30
Vejti;18519;község;976;158;70;16,19
Vékény;24402;község;936;145;62;15,49
Vekerd;11138;község;741;127;94;17,14
Velem;26000;község;861;350;169;40,65
Velemér;18430;község;955;70;52;7,33
Velence;25016;város;3 337;5 739;2 535;171,98
Velény;22071;község;709;103;60;14,53
Véménd;20279;község;3 181;1 336;582;42,00
Vének;05014;község;689;167;79;24,24
Vép;26426;város;3 289;3 266;1 180;99,30
Vereb;03498;község;2 232;778;308;34,86
Veresegyház;18342;város;2 856;18 122;6 123;634,52
Verõce;33729;község;2 033;3 823;1 385;188,05
Verpelét;24147;város;5 318;3 811;1 577;71,66
Verseg;22488;község;2 957;1 316;541;44,50
Versend;19725;község;1 413;923;293;65,32
Vértesacsa;02750;község;3 619;1 802;719;49,79
Vértesboglár;13897;község;2 321;875;361;37,70
Vérteskethely;32586;község;1 746;532;231;30,47
Vértessomló;15282;község;2 230;1 317;533;59,06
Vértestolna;29629;község;1 695;524;223;30,91
Vértesszõlõs;31264;község;1 712;3 086;1 171;180,26
Vése;08183;község;4 292;751;331;17,50
Veszkény;04589;község;1 035;966;393;93,33
Veszprém;11767;megyeszékhely, megyei jogú város;12 690;59 919;26 689;472,17
Veszprémfajsz;21430;község;1 174;246;89;20,95
Veszprémgalsa;19336;község;871;266;140;30,54
Veszprémvarsány;22691;község;2 118;1 071;427;50,57
Vésztõ;29531;város;12 570;6 705;2 941;53,34
Vezseny;21157;község;2 517;599;334;23,80
Vid;09502;község;317;132;63;41,64
Vigántpetend;09733;község;1 119;179;112;16,00
Villány;28024;város;2 202;2 348;978;106,63
Villánykövesd;05209;község;749;259;121;34,58
Vilmány;11581;község;1 251;1 488;420;118,94
Vilonya;15705;község;1 350;612;234;45,33
Vilyvitány;12982;község;1 312;218;174;16,62
Vinár;24651;község;460;230;92;50,00
Vindornyafok;32142;község;350;119;72;34,00
Vindornyalak;06549;község;451;85;53;18,85
Vindornyaszõlõs;11800;község;1 055;325;166;30,81
Visegrád;28413;város;3 327;1 840;758;55,31
Visnye;19017;község;2 438;238;101;9,76
Visonta;31246;község;2 529;1 144;514;45,24
Viss;05096;község;1 391;692;320;49,75
Visz;06877;község;602;207;99;34,39
Viszák;07940;község;1 013;233;123;23,00
Viszló;03957;község;1 110;68;61;6,13
Visznek;03513;község;2 273;1 070;537;47,07
Vitnyéd;25797;község;3 225;1 316;525;40,81
Vízvár;29780;község;3 224;520;338;16,13
Vizslás;10320;község;1 012;1 317;557;130,14
Vizsoly;21087;község;1 840;848;328;46,09
Vokány;05892;község;1 709;830;350;48,57
Vonyarcvashegy;12919;nagyközség;1 428;2 293;1 064;160,57
Vöckönd;08369;község;279;102;47;36,56
Völcsej;16319;község;932;403;169;43,24
Vönöck;03142;község;1 760;707;337;40,17
Vöröstó;11703;község;619;84;54;13,57
Vörs;09645;község;2 265;475;280;20,97
Zabar;21661;község;1 817;440;245;24,22
Zádor;17747;község;1 522;328;135;21,55
Zádorfalva;03063;község;1 375;445;163;32,36
Zagyvarékas;14836;község;3 171;3 440;1 502;108,48
Zagyvaszántó;21722;község;952;1 923;788;202,00
Záhony;16203;város;694;4 276;1 817;616,14
Zajk;24590;község;1 239;226;93;18,24
Zajta;06275;község;919;441;161;47,99
Zákány;14623;község;869;1 016;571;116,92
Zákányfalu;34403;község;709;529;238;74,61
Zákányszék;05546;község;6 607;2 720;1 434;41,17
Zala;11466;község;924;243;122;26,30
Zalaapáti;17400;község;2 342;1 647;604;70,32
Zalabaksa;07579;község;1 610;651;279;40,43
Zalabér;24280;község;1 278;723;326;56,57
Zalaboldogfa;28495;község;1 147;325;138;28,33
Zalacsány;04002;község;1 607;896;392;55,76
Zalacséb;02486;község;963;484;194;50,26
Zalaegerszeg;32054;megyeszékhely, megyei jogú város;10 240;58 154;26 031;567,91
Zalaerdõd;29993;község;1 769;218;164;12,32
Zalagyömörõ;27207;község;1 111;452;195;40,68
Zalahaláp;12654;község;2 413;1 187;436;49,19
Zalaháshágy;23834;község;1 213;359;168;29,60
Zalaigrice;16896;község;773;96;64;12,42
Zalaistvánd;12496;község;1 080;330;159;30,56
Zalakaros;11785;város;1 717;1 976;1 035;115,08
Zalakomár;10348;nagyközség;5 488;2 894;1 052;52,73
Zalaköveskút;18768;község;227;24;26;10,57
Zalalövõ;30313;város;5 264;2 907;1 255;55,22
Zalameggyes;33039;község;256;37;38;14,45
Zalamerenye;31617;község;1 399;174;140;12,44
Zalasárszeg;02972;község;304;109;57;35,86
Zalaszabar;22947;község;1 695;520;241;30,68
Zalaszántó;33288;község;3 773;917;513;24,30
Zalaszegvár;23597;község;684;126;65;18,42
Zalaszentbalázs;18564;község;2 099;805;342;38,35
Zalaszentgrót;32522;város;7 465;6 381;2 853;85,48
Zalaszentgyörgy;33136;község;983;368;157;37,44
Zalaszentiván;02608;község;1 310;994;408;75,88
Zalaszentjakab;18096;község;701;277;151;39,51
Zalaszentlászló;07232;község;1 966;821;346;41,76
Zalaszentlõrinc;13301;község;489;254;123;51,94
Zalaszentmárton;13091;község;498;52;43;10,44
Zalaszentmihály;18449;község;2 083;928;464;44,55
Zalaszombatfa;27562;község;589;43;40;7,30
Zaláta;25122;község;2 183;208;131;9,53
Zalatárnok;29683;község;2 595;629;341;24,24
Zalaújlak;09380;község;965;104;81;10,78
Zalavár;13736;község;3 106;838;411;26,98
Zalavég;17057;község;1 211;355;215;29,31
Zalkod;15617;község;1 021;195;129;19,10
Zamárdi;06008;város;4 515;2 440;1 658;54,04
Zámoly;30243;község;4 850;2 207;841;45,51
Zánka;20826;község;1 955;796;462;40,72
Zaránk;23445;község;1 453;419;300;28,84
Závod;14304;község;1 291;280;141;21,69
Zebecke;03726;község;445;63;41;14,16
Zebegény;14960;község;963;1 228;586;127,52
Zemplénagárd;31608;község;2 909;739;381;25,40
Zengõvárkony;15848;község;1 671;392;171;23,46
Zichyújfalu;34263;község;1 082;912;282;84,29
Zics;33057;község;1 501;320;165;21,32
Ziliz;19275;község;926;359;134;38,77
Zimány;27614;község;1 297;558;198;43,02
Zirc;26499;város;3 740;6 863;2 744;183,50
Zók;12201;község;893;304;113;34,04
Zomba;21625;község;5 729;2 007;853;35,03
Zubogy;19105;község;1 143;517;227;45,23
Zsadány;06257;község;6 584;1 729;727;26,26
Zsáka;04817;nagyközség;7 879;1 572;728;19,95
Zsámbék;25034;város;3 366;5 479;1 838;162,77
Zsámbok;22035;község;2 335;2 287;999;97,94
Zsana;15158;község;8 794;721;425;8,20
Zsarolyán;28750;község;639;393;156;61,50
Zsebeháza;16869;község;465;141;65;30,32
Zsédeny;21643;község;643;209;99;32,50
Zselickisfalud;26842;község;2 608;233;113;8,93
Zselickislak;24110;község;1 039;367;131;35,32
Zselicszentpál;17491;község;1 035;398;152;38,45
Zsennye;12292;község;502;97;60;19,32
Zsira;04622;község;1 468;843;261;57,43
Zsombó;17765;nagyközség;2 689;3 281;1 411;122,02
Zsujta;11022;község;673;147;89;21,84
Zsurk;13037;község;1 519;748;288;49,24
